LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,fire_size_log,t_param,s_param
36.4333,-113.8841,0.1,Natural,Natural,1992,176,0,0.09531017980432487,0.0020535178763196474,0.004401514670795753
36.5,-113.8675,4.0,Natural,Natural,1992,176,0,1.6094379124341003,0.0019932442716632313,0.004343726897202064
36.5666,-113.7341,0.1,Natural,Natural,1992,176,0,0.09531017980432487,0.007179542590816117,0.0068916379039748515
36.55,-113.7341,0.1,Natural,Natural,1992,176,0,0.09531017980432487,0.007182205028811109,0.006891949760052266
36.5833,-114.0341,0.1,Natural,Natural,1992,176,0,0.09531017980432487,0.7942585539925767,0.7826353785469096
36.5333,-113.8341,12.7,Natural,Natural,1992,195,0,2.617395832834079,0.002053162754735278,0.004401181384675442
36.1667,-113.7841,0.2,Natural,Natural,1992,213,0,0.18232155679395465,0.05172622475989083,0.06123240271433394
36.5166,-113.7508,0.1,Natural,Natural,1992,215,0,0.09531017980432487,0.00718404959654502,0.0068921654282133645
36.6,-113.7341,0.1,Natural,Natural,1992,215,0,0.09531017980432487,0.0071745906822793405,0.006891055685656076
36.5666,-113.8341,0.1,Natural,Natural,1992,215,0,0.09531017980432487,0.0020043025474278248,0.004354516559501906
36.5333,-113.9008,0.1,Natural,Natural,1992,218,0,0.09531017980432487,0.001810956737440892,0.00415258044214184
36.4666,-113.8341,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.00716933603576322,0.0068904339855284154
36.4333,-113.9675,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.9916180768785394,0.9905183124652901
36.4,-113.8675,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.007171677802363744,0.0068907116105572305
36.3333,-113.8508,0.1,Natural,Natural,1992,219,0,0.09531017980432487,0.00720199521976997,0.0068942574412567065
36.4166,-113.8341,0.3,Natural,Natural,1992,225,0,0.262364264467491,0.0071808805334038685,0.006891794709858873
36.6,-114.0008,0.1,Natural,Natural,1992,225,0,0.09531017980432487,0.7942462640270458,0.7826265820825937
36.5166,-113.9508,7406.6,Natural,Natural,1993,171,0,8.91026177918785,0.9916035459196993,0.990512954384663
36.4333,-113.8508,729.0,Natural,Natural,1993,215,0,6.593044534142437,0.007170354517831969,0.006890554848072847
36.5166,-113.8175,10.0,Natural,Natural,1993,216,0,2.3978952727983707,0.00716557027357694,0.006889985397711171
36.55,-113.8008,1125.0,Natural,Natural,1993,217,0,7.026426808699636,0.007165186514489082,0.006889939522509317
36.45,-113.8341,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.007172859557049023,0.0068908513609050115
36.45,-113.8508,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.007166621746184555,0.0068901109352638755
36.4333,-113.8341,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.007176701416413881,0.006891304235725471
36.4333,-113.9008,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.001976547140395639,0.004327270930281383
36.4,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.00716379398763861,0.006889772791571826
36.4833,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.001956343066485089,0.004307089354879304
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.001986244899408036,0.004336852867166612
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.001986244899408036,0.004336852867166612
36.4666,-113.8841,0.1,Natural,Natural,1993,219,0,0.09531017980432487,0.001986244899408036,0.004336852867166612
