LATITUDE,LONGITUDE,FIRE_SIZE,NWCG_GENERAL_CAUSE,NWCG_CAUSE_CLASSIFICATION,FIRE_YEAR,DISCOVERY_DOY,cause_binary,fire_size_log,t_param,s_param,dist_to_lake_km,cluster_basin_opt,cluster_basin_std,cluster_basin_eq,cluster_near_std,cluster_near_eq,cluster_near_opt
38.91666667,-119.97666667,1.0,Misuse of fire by a minor,Human,1994,248,1,0.6931471805599453,0.8625204179071175,0.8082324635291932,3.0722964504217605,0,0,0,0.0,0.0,0.0
38.91666667,-120.05166667,0.1,Smoking,Human,1994,250,1,0.09531017980432487,0.8784525741593154,0.8737047922173439,2.6260272198048566,3,3,3,3.0,3.0,3.0
38.87166667,-119.97666667,0.1,Smoking,Human,1994,253,1,0.09531017980432487,0.8630989707636935,0.814562549450127,7.965813405935653,0,0,0,,,
38.91666667,-120.145,0.1,Smoking,Human,1994,257,1,0.09531017980432487,0.9276181161311863,0.9346632371772173,5.0511798536842765,3,3,3,,,
39.19333333,-120.09333333,0.1,Misuse of fire by a minor,Human,1994,258,1,0.09531017980432487,0.2681400558038795,0.26068425549404195,0.17480184924346975,2,2,2,2.0,2.0,2.0
39.265,-120.0,0.1,Recreation and ceremony,Human,1994,259,1,0.09531017980432487,0.4165363548892497,0.4081242658257325,1.8944954259213007,1,1,1,1.0,1.0,1.0
38.88666667,-120.015,0.3,Misuse of fire by a minor,Human,1994,263,1,0.262364264467491,0.8657618879865697,0.8434904024347345,5.627276115891887,3,3,3,,,
39.005,-119.94333333,0.1,Natural,Natural,1994,267,0,0.09531017980432487,0.7942333874346655,0.7218990309517128,0.5385113313328945,0,0,0,0.0,0.0,0.0
38.885,-119.945,0.1,Natural,Natural,1994,267,0,0.09531017980432487,0.860040782131527,0.7961683400390829,7.126931668159231,0,0,0,,,
38.885,-119.945,0.3,Natural,Natural,1994,267,0,0.262364264467491,0.860040782131527,0.7961683400390829,7.126931668159231,0,0,0,,,
39.03666667,-119.92166667,0.1,Natural,Natural,1994,268,0,0.09531017980432487,0.7452384925967801,0.6852838983483537,2.3428388886608102,0,0,0,0.0,0.0,0.0
38.91666667,-119.97666667,0.1,Natural,Natural,1994,267,0,0.09531017980432487,0.8625204179071175,0.8082324635291932,3.0722964504217605,0,0,0,0.0,0.0,0.0
38.975,-119.90666667,0.1,Natural,Natural,1994,267,0,0.09531017980432487,0.8436566806376484,0.7697857935579915,3.818741078570676,0,0,0,0.0,0.0,0.0
39.12666667,-119.91166667,0.1,Natural,Natural,1994,268,0,0.09531017980432487,0.5637244222768881,0.553140783021145,3.0165616690554544,1,1,1,1.0,1.0,1.0
39.25166667,-120.05666667,0.1,Recreation and ceremony,Human,1994,301,1,0.09531017980432487,0.32147280215180923,0.32537175238798804,1.3503285392244435,1,1,1,1.0,1.0,1.0
38.90166667,-120.09,0.1,Natural,Natural,1995,153,0,0.09531017980432487,0.886076219992839,0.8875014815566515,5.046845690797277,3,3,3,,,
38.88666667,-119.97666667,0.1,Recreation and ceremony,Human,1995,156,1,0.09531017980432487,0.8629158621299744,0.8124716022044224,6.3343518659225495,0,0,0,,,
38.90166667,-120.03333333,0.1,Debris and open burning,Human,1995,156,1,0.09531017980432487,0.8673540821367253,0.8490484560309561,3.8337348902793504,3,3,3,3.0,3.0,3.0
39.22333333,-120.09333333,0.1,Debris and open burning,Human,1995,162,1,0.09531017980432487,0.2866734158565614,0.2881011922093386,0.664766777264396,1,1,1,2.0,2.0,2.0
38.88666667,-120.03333333,0.1,Debris and open burning,Human,1995,171,1,0.09531017980432487,0.8673054629743551,0.8489871978960472,5.494855617227283,3,3,3,,,
38.99,-119.94333333,0.2,Misuse of fire by a minor,Human,1995,187,1,0.18232155679395465,0.8266255683742292,0.7482159389090968,0.7915921668695722,0,0,0,0.0,0.0,0.0
38.91666667,-120.07,0.1,Smoking,Human,1995,193,1,0.09531017980432487,0.8825346925670668,0.8800130890799756,2.868357857749682,3,3,3,3.0,3.0,3.0
38.85833333,-119.99666667,0.1,Debris and open burning,Human,1995,194,1,0.09531017980432487,0.8645964781457961,0.8326080544209261,9.045466954307738,3,3,3,,,
38.91666667,-119.89166667,0.1,Smoking,Human,1995,195,1,0.09531017980432487,0.8504212292890992,0.7800208931849846,6.945897377887105,0,0,0,,,
38.90166667,-119.97666667,0.1,Equipment and vehicle use,Human,1995,195,1,0.09531017980432487,0.8627242100089703,0.8103577135142573,4.7031567696519625,0,0,0,0.0,0.0,0.0
39.25166667,-120.03833333,0.1,Smoking,Human,1995,198,1,0.09531017980432487,0.3400749269442981,0.33953355250566924,1.4944561400165088,1,1,1,1.0,1.0,1.0
38.88666667,-119.97666667,0.1,Misuse of fire by a minor,Human,1995,206,1,0.09531017980432487,0.8629158621299744,0.8124716022044224,6.3343518659225495,0,0,0,,,
38.96166667,-119.94166667,0.1,Recreation and ceremony,Human,1995,210,1,0.09531017980432487,0.8471586785113159,0.77534634333344,0.7169506349163093,0,0,0,0.0,0.0,0.0
39.005,-119.94333333,0.1,Recreation and ceremony,Human,1995,210,1,0.09531017980432487,0.7942333874346655,0.7218990309517128,0.5385113313328945,0,0,0,0.0,0.0,0.0
38.91666667,-119.95833333,0.1,Debris and open burning,Human,1995,212,1,0.09531017980432487,0.8601894312117208,0.7963117852404178,3.430368040323653,0,0,0,0.0,0.0,0.0
39.19333333,-120.11333333,0.1,Misuse of fire by a minor,Human,1995,212,1,0.09531017980432487,0.2448961822259765,0.23631570854646008,1.1263406109355945,2,2,2,2.0,2.0,2.0
38.88666667,-120.05166667,0.1,Equipment and vehicle use,Human,1995,213,1,0.09531017980432487,0.8785722782424129,0.8737473080152396,5.944106579536761,3,3,3,,,
